Region,Month,Fertilizer_Usage_kg,Crop_Type,Crop_Area_ha,Livestock_Cows,Livestock_Pigs,Household_Energy_kWh,Renewable_Energy_Fraction,Temperature_C,Rainfall_mm,Carbon_Emission_tCO2,Year
R0082,12,136.8,Barley,22.6,0,31,455.6,0.35,13.4,157.6,4.93,2018
R0002,3,142.7,Rice,46.2,14,97,279.7,0.66,20.5,123.1,6.52,2021
R0197,6,167.2,Rice,10.7,16,4,457.6,0.48,27.1,135.1,6.3,2019
R0011,9,155.5,Rice,23.8,50,190,446.3,0.74,7.8,238.8,13.86,2023
R0234,7,175.2,Wheat,20.5,62,28,275.4,0.96,13.9,24.1,1.1,2019
R0195,3,58.4,Maize,27.4,13,47,252.5,0.12,32.8,204.9,9.07,2018
R0119,3,162.1,Wheat,25.6,58,15,473.1,0.71,17.9,20.0,-6.57,2023
R0020,2,177.6,Barley,28.4,82,152,386.1,0.23,33.2,37.7,24.04,2019
R0261,9,92.9,Wheat,11.3,49,71,471.3,0.41,34.7,134.3,2.74,2022
R0293,3,146.1,Rice,28.1,33,28,418.8,0.03,20.8,255.5,12.36,2020
R0256,11,97.1,Wheat,15.9,5,179,343.7,0.14,13.6,60.6,8.21,2018
R0222,5,193.7,Rice,13.3,48,45,146.3,0.32,28.7,175.3,11.66,2019
R0226,9,55.0,Maize,7.9,5,152,216.6,0.34,9.8,210.0,12.44,2018
R0053,8,137.0,Wheat,39.3,68,22,487.5,0.9,12.6,84.3,11.83,2024
R0280,2,75.0,Wheat,24.2,6,161,227.8,0.74,28.5,163.5,0.87,2018
R0081,3,156.8,Wheat,33.2,96,194,137.3,0.97,18.0,275.2,26.35,2023
R0202,2,76.4,Rice,37.7,76,93,383.0,0.6,11.0,163.4,13.25,2024
R0158,8,85.3,Rice,35.6,50,113,393.6,0.24,24.5,64.1,12.98,2023
R0120,6,124.2,Wheat,26.2,0,33,214.2,0.33,27.0,195.8,9.26,2020
R0059,6,187.2,Wheat,22.5,12,159,219.1,0.32,8.8,185.8,12.93,2024
R0215,12,81.8,Maize,21.9,42,116,287.6,0.33,13.3,27.5,16.35,2022
R0128,9,71.6,Maize,33.8,26,28,108.7,0.67,11.6,45.4,1.06,2018
R0224,8,163.8,Barley,27.3,70,8,415.7,0.53,16.4,63.9,6.42,2019
R0209,4,125.1,Maize,43.2,2,193,226.8,0.39,27.9,58.2,18.84,2021
R0115,12,186.8,Maize,44.4,57,184,441.5,0.15,26.4,92.7,30.71,2018
R0209,4,72.0,Maize,12.7,88,38,421.1,0.02,24.9,147.1,16.56,2018
R0014,9,146.9,Rice,11.1,96,134,364.6,0.22,5.2,124.1,7.1,2020
R0009,1,84.9,Maize,33.4,16,109,229.9,0.11,9.3,269.4,10.96,2022
R0040,2,73.5,Maize,18.6,44,68,306.5,0.79,11.7,191.4,6.16,2021
R0237,2,152.5,Wheat,5.8,77,135,277.9,0.11,13.2,265.3,18.49,2024
R0281,6,139.1,Rice,45.0,57,95,235.6,0.72,9.4,167.6,14.43,2024
R0201,4,163.2,Barley,15.2,55,118,439.3,0.39,17.3,45.2,12.29,2024
R0246,11,96.4,Barley,46.8,53,117,293.4,0.07,7.3,149.7,21.93,2023
R0278,10,117.2,Maize,37.3,86,17,433.1,0.81,27.5,250.2,1.63,2023
R0235,3,110.8,Barley,39.3,87,101,142.1,0.58,28.6,74.3,23.06,2019
R0004,3,197.6,Barley,14.1,28,109,156.4,0.24,22.2,45.5,21.1,2021
R0154,3,93.8,Barley,15.5,53,81,490.9,0.89,7.7,112.2,-0.76,2024
R0029,6,94.2,Maize,28.5,26,176,335.1,0.05,31.7,128.9,12.99,2023
R0109,8,103.2,Barley,12.7,44,104,303.9,0.2,34.0,105.8,15.57,2019
R0098,11,134.7,Maize,18.7,86,15,309.3,0.75,11.1,57.9,3.18,2022
R0215,7,87.8,Wheat,19.5,30,20,186.1,0.71,26.1,90.2,2.17,2019
R0293,4,187.3,Wheat,12.2,35,137,387.5,0.29,30.3,211.0,20.72,2023
R0075,11,89.9,Barley,14.2,80,105,133.9,0.06,21.2,128.1,20.54,2020
R0146,12,184.4,Wheat,40.5,60,131,329.3,0.86,14.7,197.1,22.96,2020
R0128,4,65.5,Maize,12.5,36,43,328.3,0.31,19.4,170.2,8.77,2024
R0042,11,148.5,Wheat,6.3,66,122,465.7,0.2,20.4,173.7,14.79,2020
R0041,10,186.0,Barley,33.3,35,135,310.5,0.52,17.0,89.6,14.15,2024
R0034,11,75.3,Maize,48.9,4,110,154.8,0.91,32.9,166.0,6.42,2024
R0017,11,195.2,Rice,19.9,45,116,329.1,0.04,27.3,26.6,17.41,2023
R0165,11,117.9,Maize,10.3,78,125,136.5,0.77,12.2,140.9,15.02,2020
R0153,2,191.9,Wheat,30.7,51,182,181.5,0.57,22.6,180.3,13.63,2024
R0076,1,151.5,Rice,45.8,48,18,112.4,0.43,25.7,71.0,12.11,2021
R0087,9,95.2,Maize,40.3,5,63,305.3,0.74,9.2,91.8,-3.2,2022
R0117,12,78.2,Rice,33.0,9,39,133.8,0.97,15.8,81.5,-0.08,2019
R0027,12,95.6,Rice,19.2,95,50,287.8,0.23,32.2,39.8,15.17,2019
R0287,2,64.0,Rice,29.4,22,136,473.2,0.14,22.0,117.4,3.2,2023
R0134,8,71.6,Maize,9.1,16,157,387.9,0.91,11.5,294.1,8.47,2020
R0219,9,65.7,Wheat,35.6,83,55,131.0,0.67,8.7,119.1,2.56,2020
R0168,4,113.4,Maize,37.6,43,80,189.7,0.44,20.5,149.0,15.19,2024
R0098,8,169.3,Wheat,48.4,40,171,369.5,0.57,21.4,202.9,9.27,2018
R0268,9,71.2,Maize,16.7,14,186,457.9,0.75,15.0,201.6,5.21,2024
R0237,10,69.5,Maize,5.8,43,142,113.2,0.77,23.9,286.0,14.19,2022
R0173,10,146.5,Maize,29.6,57,195,425.0,0.92,7.1,260.1,23.37,2021
R0190,5,79.6,Wheat,36.8,85,69,324.7,0.43,9.4,242.3,15.02,2019
R0122,7,64.6,Maize,40.6,49,127,318.4,0.29,21.4,286.5,5.07,2024
R0046,10,75.0,Rice,13.7,51,125,483.1,0.64,6.9,84.6,13.86,2018
R0064,4,188.6,Maize,16.8,69,60,399.1,0.42,31.4,192.8,12.31,2018
R0130,1,173.2,Rice,28.1,67,79,440.0,0.59,9.3,268.4,12.48,2024
R0193,3,103.1,Barley,19.9,62,120,241.6,0.42,25.2,194.8,17.42,2023
R0181,5,148.4,Barley,43.7,57,100,321.7,0.15,16.7,293.7,6.5,2019
R0292,3,130.6,Wheat,26.3,22,150,346.2,0.47,17.0,48.1,12.24,2023
R0282,12,151.6,Wheat,41.0,43,76,228.6,0.69,27.9,143.0,8.69,2021
R0029,11,152.4,Barley,31.1,82,174,328.1,0.8,20.0,293.7,23.02,2018
R0149,7,144.3,Maize,39.8,94,144,194.7,0.49,26.8,126.3,24.2,2018
R0267,12,89.9,Maize,20.0,43,184,157.4,0.17,20.2,227.1,8.93,2022
R0296,9,55.9,Maize,42.4,51,125,249.6,0.41,22.8,28.5,20.33,2021
R0011,12,118.3,Barley,17.4,66,181,395.7,0.79,27.8,214.6,15.71,2018
R0164,6,183.6,Rice,29.6,27,179,466.5,0.41,23.2,281.7,7.99,2021
R0113,10,135.4,Wheat,14.6,66,21,283.1,0.7,23.5,127.2,8.25,2019
R0187,1,174.9,Rice,26.4,77,82,357.1,0.51,28.7,26.0,19.9,2020
R0295,7,198.7,Barley,19.3,17,166,141.2,0.24,33.5,27.8,9.26,2018
R0232,3,74.5,Rice,17.0,26,140,461.8,0.8,16.3,269.8,12.36,2022
R0227,5,153.8,Maize,48.5,50,77,327.4,0.08,22.3,222.3,9.28,2019
R0098,10,151.1,Maize,12.2,59,94,412.1,0.52,7.6,49.9,7.97,2024
R0055,4,197.0,Rice,40.4,73,108,417.8,0.21,15.8,35.3,15.49,2021
R0111,10,197.8,Barley,49.3,48,193,202.6,0.07,17.4,245.4,29.36,2024
R0152,5,153.0,Rice,5.9,14,109,311.7,0.5,30.1,246.8,6.19,2023
R0246,5,86.5,Maize,36.5,82,51,484.2,0.5,20.4,53.7,6.07,2019
R0069,6,169.8,Maize,16.4,72,102,135.9,0.71,26.9,104.4,17.21,2024
R0289,10,66.1,Barley,6.8,67,100,373.2,0.74,5.6,238.4,12.11,2018
R0250,12,167.1,Rice,23.1,14,141,484.9,0.73,18.9,167.1,10.51,2021
R0036,10,186.5,Maize,47.1,50,62,220.2,0.41,32.0,287.8,12.32,2020
R0239,11,107.4,Maize,5.5,47,198,444.6,0.63,11.7,154.7,14.34,2019
R0148,6,144.6,Rice,31.5,71,27,473.5,0.58,5.9,209.5,6.16,2018
R0227,8,114.5,Rice,27.6,0,45,398.8,0.42,18.0,162.7,13.26,2022
R0244,8,115.7,Wheat,44.3,6,27,192.5,0.6,26.1,284.0,10.66,2023
R0201,11,96.6,Barley,8.8,52,1,233.6,0.95,18.6,131.6,8.72,2021
R0154,9,164.3,Barley,35.7,30,126,114.3,0.19,18.8,84.3,18.83,2019
R0073,8,190.4,Rice,35.6,17,16,432.6,0.91,25.1,111.5,3.2,2019
R0201,11,191.1,Barley,35.1,11,58,439.8,0.05,12.6,258.8,7.09,2020
R0296,2,76.2,Maize,47.4,47,179,353.1,0.31,27.6,159.4,20.96,2020
R0017,12,181.2,Rice,42.0,29,131,241.0,0.29,9.6,119.2,16.06,2022
R0129,10,160.6,Rice,6.9,96,76,130.7,0.63,16.9,172.4,22.11,2023
R0217,12,87.9,Rice,26.2,6,130,401.2,0.13,24.7,57.3,16.65,2022
R0061,11,60.1,Wheat,22.9,91,114,390.6,0.88,29.9,21.5,13.49,2018
R0104,1,90.2,Barley,19.0,2,164,465.0,0.83,28.7,98.6,-4.2,2018
R0042,10,186.8,Wheat,25.3,62,96,392.2,0.65,26.7,189.4,11.83,2022
R0025,2,145.0,Maize,22.3,5,104,431.5,0.46,15.8,219.3,5.29,2023
R0039,2,158.2,Barley,24.5,94,23,398.4,0.93,8.7,251.5,9.07,2022
R0291,12,88.6,Wheat,49.1,14,199,352.3,0.83,11.5,279.5,8.25,2023
R0131,3,157.9,Rice,9.0,70,34,270.8,0.5,30.9,135.4,9.57,2023
R0229,10,54.2,Wheat,46.5,42,1,460.8,0.7,30.7,227.3,4.89,2024
R0108,7,106.3,Rice,26.6,93,32,360.4,0.57,33.5,40.9,9.64,2021
R0172,2,144.0,Wheat,33.1,90,75,259.3,0.59,7.3,36.1,15.9,2023
R0102,1,71.9,Wheat,42.4,80,85,133.4,0.33,21.1,54.9,8.22,2020
R0012,6,173.5,Wheat,21.2,17,137,216.3,0.46,24.5,145.6,8.1,2023
R0275,9,85.3,Rice,24.4,21,80,317.5,0.08,26.3,79.2,14.72,2023
R0101,3,147.8,Wheat,23.4,60,61,210.3,0.36,24.3,100.3,6.86,2023
R0044,6,110.8,Barley,21.9,60,42,188.5,0.7,28.1,201.4,15.57,2024
R0017,3,139.4,Barley,46.6,52,196,311.0,0.95,15.8,120.4,19.24,2024
R0057,1,66.1,Barley,42.3,25,120,167.9,0.96,10.4,176.1,7.44,2018
R0012,12,52.5,Rice,9.9,90,58,420.2,0.56,11.1,135.5,25.58,2024
R0080,5,186.4,Rice,9.9,39,8,293.7,0.61,5.4,67.3,12.3,2020
R0216,10,90.4,Barley,24.3,87,76,329.5,0.19,15.5,40.7,12.19,2020
R0264,11,173.0,Barley,9.4,7,187,159.0,0.7,7.8,86.1,15.96,2024
R0149,4,199.9,Barley,32.9,20,62,229.8,0.07,14.6,36.2,12.89,2022
R0081,7,81.7,Maize,11.5,92,51,264.0,0.28,23.8,193.2,10.5,2021
R0215,6,89.8,Barley,28.5,42,22,423.3,0.67,31.8,242.8,-1.1,2024
R0198,10,149.4,Wheat,5.3,20,29,408.1,0.31,30.2,115.1,11.96,2023
R0200,7,194.8,Maize,19.2,2,170,189.2,0.05,12.6,128.4,12.17,2019
R0025,5,187.4,Maize,35.5,30,195,346.5,0.83,9.0,248.5,12.6,2021
R0089,4,125.4,Rice,26.8,26,20,197.4,0.31,10.8,82.3,2.98,2021
R0268,7,169.3,Wheat,49.0,26,42,495.3,0.06,34.1,53.4,10.86,2020
R0143,7,70.4,Rice,44.3,72,134,480.8,0.07,21.5,160.3,20.69,2021
R0059,6,196.6,Rice,21.2,56,15,325.3,0.25,10.5,200.9,14.1,2024
R0026,8,194.7,Wheat,7.0,96,22,379.6,0.18,30.2,187.9,3.75,2023
R0047,4,74.6,Rice,43.1,32,185,420.6,0.77,16.9,219.9,10.67,2023
R0288,10,94.9,Wheat,46.0,89,86,388.4,0.32,32.0,35.9,13.82,2018
R0266,5,65.0,Wheat,41.9,91,30,379.9,0.8,12.8,139.9,15.69,2023
R0016,4,90.8,Rice,10.8,43,120,483.4,0.17,16.8,86.8,29.74,2023
R0199,12,172.4,Barley,49.9,42,68,338.6,0.49,20.1,232.6,10.16,2020
R0282,1,106.7,Rice,16.6,30,133,354.5,0.69,31.8,264.4,0.21,2023
R0086,12,63.3,Maize,37.6,64,114,439.7,0.65,31.1,98.8,11.65,2018
R0250,8,101.3,Rice,45.9,83,192,368.0,0.6,22.2,46.7,18.25,2019
R0270,1,197.2,Wheat,15.6,75,58,393.2,0.92,11.7,91.0,18.06,2024
R0117,5,144.5,Maize,45.9,16,155,193.7,0.23,17.1,49.1,23.47,2020
R0007,6,112.4,Wheat,18.9,14,145,248.5,0.49,34.3,110.3,15.0,2019
R0137,6,75.0,Barley,48.9,33,76,158.9,0.88,23.2,170.7,5.51,2020
R0176,5,197.9,Barley,17.7,79,137,302.3,0.08,28.4,292.6,25.28,2022
R0215,3,173.1,Maize,47.9,3,6,282.3,0.06,18.5,131.8,10.1,2021
R0082,5,92.2,Barley,7.4,71,36,498.9,0.23,21.0,81.6,13.87,2022
R0223,12,60.5,Barley,36.9,97,172,344.5,0.63,17.9,66.7,10.5,2023
R0103,8,58.5,Rice,28.9,88,85,414.6,0.26,26.1,68.5,21.89,2019
R0273,2,68.1,Rice,26.5,78,15,233.6,0.19,30.5,73.9,12.78,2023
R0014,6,137.1,Barley,15.1,27,115,432.6,0.46,20.2,233.4,9.8,2021
R0159,9,189.3,Barley,36.8,72,117,346.0,0.61,19.4,37.1,12.8,2020
R0152,8,124.5,Rice,13.6,1,13,378.8,0.25,15.2,299.3,0.9,2021
R0108,11,176.4,Barley,29.9,16,138,217.8,0.3,10.3,166.4,15.33,2018
R0188,8,116.9,Barley,16.4,57,86,319.5,0.61,33.2,172.4,1.76,2021
R0098,8,156.3,Wheat,48.0,73,161,353.6,0.95,14.5,120.1,18.28,2018
R0131,7,159.8,Barley,6.3,8,187,335.6,0.67,29.0,213.3,5.0,2021
R0293,8,76.1,Maize,14.0,30,103,466.1,0.78,26.5,152.0,-6.17,2024
R0171,6,104.2,Wheat,15.9,65,140,459.3,0.37,28.7,112.1,24.98,2018
R0183,2,145.6,Maize,23.6,87,166,488.4,0.27,33.1,94.2,17.73,2019
R0039,2,60.6,Barley,15.5,61,43,367.0,0.45,23.7,279.2,5.34,2023
R0015,8,104.2,Rice,27.1,18,27,488.8,0.81,31.9,101.5,5.27,2023
R0004,11,130.2,Wheat,44.3,80,167,433.0,0.46,10.0,142.2,28.8,2022
R0210,1,199.4,Rice,37.0,73,15,208.3,0.85,23.8,118.1,2.99,2023
R0161,6,121.2,Wheat,31.1,54,49,271.0,0.99,28.2,44.1,1.71,2020
R0016,6,172.4,Rice,9.0,27,114,195.4,0.07,13.1,72.1,9.43,2024
R0108,11,114.8,Wheat,36.2,91,155,101.7,0.05,27.2,73.1,26.49,2021
R0227,4,169.5,Wheat,12.5,49,67,175.2,0.15,28.4,214.2,21.42,2022
R0170,12,139.3,Maize,40.4,64,91,101.6,0.38,29.9,133.8,10.21,2020
R0034,11,183.0,Rice,16.3,2,120,387.9,0.13,14.4,239.0,20.11,2020
R0251,11,111.6,Maize,23.8,78,187,270.2,0.87,25.4,218.5,12.68,2018
R0247,10,140.6,Maize,20.8,51,139,225.0,0.02,14.1,73.8,19.7,2023
R0269,3,144.5,Rice,43.6,9,15,404.7,0.32,27.2,177.6,0.52,2019
R0141,11,112.6,Wheat,10.7,20,52,433.0,0.18,18.9,228.0,8.77,2019
R0274,3,71.6,Maize,30.5,36,181,490.1,0.93,22.9,197.3,6.28,2022
R0096,1,64.0,Rice,11.4,14,48,356.8,0.67,17.5,188.0,0.47,2024
R0227,3,52.5,Wheat,36.7,86,163,284.6,0.91,9.9,227.1,16.64,2019
R0039,4,181.0,Maize,45.7,77,61,222.1,0.97,10.3,35.9,7.38,2021
R0029,11,85.5,Maize,24.6,78,83,188.9,0.5,7.3,224.8,9.53,2019
R0245,11,81.7,Maize,27.0,73,153,185.2,0.23,23.5,96.3,20.7,2022
R0236,5,160.4,Wheat,46.7,8,55,263.7,0.19,30.5,180.1,16.94,2019
R0185,3,98.0,Maize,28.4,43,119,496.7,0.22,5.6,87.8,15.2,2021
R0272,6,125.9,Wheat,26.9,38,89,100.3,0.71,7.0,254.9,13.5,2018
R0236,11,74.4,Barley,31.0,4,149,178.9,0.04,18.7,154.6,16.25,2024
R0239,12,194.0,Maize,36.0,24,119,175.4,0.05,27.1,200.0,19.67,2022
R0266,5,177.7,Barley,9.8,55,72,386.8,0.61,9.7,242.3,5.17,2018
R0065,3,179.6,Rice,41.9,89,68,241.0,0.64,13.1,270.7,11.88,2018
R0177,6,111.0,Maize,24.6,63,176,282.9,0.67,12.0,225.0,12.24,2018
R0003,6,164.4,Rice,8.3,71,97,159.4,0.37,17.0,61.7,25.12,2020
R0142,8,71.6,Rice,40.4,85,1,262.0,0.81,11.7,259.3,10.8,2024
R0158,2,51.3,Rice,22.0,51,52,141.3,0.53,15.6,193.2,11.31,2023
R0146,1,53.0,Barley,9.5,88,118,313.2,0.11,26.9,190.6,20.16,2024
R0293,4,138.0,Wheat,33.5,75,6,139.2,0.8,23.3,278.0,3.68,2020
R0153,7,118.3,Barley,44.6,8,147,416.2,0.95,7.4,89.7,14.74,2023
R0193,11,127.7,Barley,44.9,9,157,326.6,0.06,24.1,87.1,18.62,2024
R0073,10,51.1,Rice,48.1,9,74,389.6,0.39,19.3,163.7,10.98,2018
R0140,3,113.4,Maize,44.0,72,94,267.4,0.49,33.0,230.2,6.28,2022
R0187,3,157.7,Wheat,5.1,61,194,252.6,0.15,13.7,145.2,24.5,2023
R0293,5,116.4,Rice,22.1,89,186,139.3,0.87,26.8,197.5,17.61,2021
R0061,5,159.8,Wheat,41.8,98,193,309.5,0.28,26.9,146.7,18.62,2021
R0198,10,85.0,Barley,21.5,90,2,305.8,0.78,11.6,190.9,3.01,2019
R0295,3,172.0,Wheat,32.1,59,183,287.2,0.67,32.1,250.2,10.87,2023
R0011,9,138.3,Wheat,32.3,94,78,396.2,0.6,19.7,70.5,8.1,2022
R0062,4,81.6,Maize,21.4,18,16,433.0,0.19,25.4,214.7,7.47,2020
R0226,3,85.5,Rice,45.7,37,111,400.3,0.22,9.4,240.5,12.67,2018
R0153,11,144.2,Wheat,27.6,5,51,157.5,0.05,12.7,145.2,10.32,2019
R0199,2,174.5,Wheat,25.9,14,6,348.8,0.24,22.6,110.5,15.84,2021
R0052,10,112.3,Barley,49.9,92,111,132.1,0.35,14.6,23.8,18.78,2020
R0260,11,88.7,Barley,27.2,46,132,377.8,0.83,20.0,243.2,-2.52,2020
R0059,9,180.1,Wheat,13.0,44,53,252.7,0.37,16.2,111.8,9.81,2018
R0072,4,150.4,Rice,28.1,4,60,153.0,0.75,24.2,120.0,11.87,2023
R0148,3,117.2,Wheat,41.6,77,108,444.8,0.44,19.6,114.1,15.67,2021
R0063,7,123.2,Wheat,40.0,52,15,345.6,0.78,5.1,159.6,13.43,2022
R0243,8,80.6,Maize,40.5,65,194,241.9,0.98,24.5,216.7,17.41,2020
R0107,11,144.0,Rice,36.9,61,186,112.3,0.24,17.7,236.1,11.25,2018
R0226,2,103.8,Maize,16.4,22,46,314.9,0.86,15.3,129.9,2.97,2022
R0218,7,199.3,Rice,43.8,43,47,469.3,0.62,7.8,205.7,10.28,2023
R0241,12,122.0,Rice,45.2,51,120,338.6,0.82,11.6,221.8,16.26,2021
R0259,5,122.9,Rice,13.7,45,63,488.7,0.65,11.7,103.1,15.25,2023
R0262,11,134.9,Maize,10.9,18,49,154.6,0.42,33.1,47.1,11.63,2020
R0005,5,187.5,Maize,48.9,87,40,327.3,0.23,18.0,270.5,20.11,2022
R0261,3,170.1,Maize,44.1,83,199,419.3,0.07,6.3,209.6,30.55,2022
R0054,5,117.7,Barley,45.2,46,21,310.2,0.54,9.2,201.5,7.5,2022
R0047,12,157.8,Maize,44.9,90,114,136.4,0.99,7.4,36.5,10.1,2020
R0215,2,137.9,Barley,29.4,51,181,333.2,0.74,22.7,249.0,14.52,2020
R0177,4,123.9,Barley,34.1,23,4,344.7,0.33,10.6,178.5,8.54,2023
R0009,6,78.8,Barley,29.5,16,144,391.5,0.83,20.0,257.4,-0.0,2019
R0099,1,119.6,Wheat,7.3,88,100,404.5,0.77,16.1,292.9,17.89,2023
R0020,10,86.9,Wheat,38.5,45,77,408.3,0.28,29.1,288.0,17.69,2021
R0241,4,187.2,Wheat,27.7,63,40,365.4,0.01,14.6,259.7,10.11,2018
R0061,6,100.3,Barley,34.1,94,91,186.3,0.12,18.7,23.1,25.68,2022
R0178,9,192.8,Barley,27.6,27,162,261.7,0.88,26.6,268.0,10.2,2019
R0062,11,130.0,Rice,27.1,49,167,410.5,0.84,18.0,41.0,7.07,2018
R0145,11,144.7,Barley,12.7,63,21,481.4,0.3,28.8,258.3,16.76,2019
R0216,2,131.4,Wheat,17.5,27,175,131.6,0.29,24.9,98.4,14.87,2024
R0003,11,69.4,Barley,12.1,85,52,314.2,0.79,17.3,190.8,18.28,2023
R0160,7,106.4,Barley,13.8,55,92,225.0,0.94,20.1,30.7,4.56,2020
R0227,6,64.9,Rice,48.8,58,9,190.2,0.78,34.0,235.9,-1.22,2022
R0269,2,143.4,Barley,11.9,4,145,302.3,0.61,24.8,51.3,7.2,2023
R0120,8,117.0,Maize,17.1,53,48,342.4,0.24,32.1,135.0,15.8,2018
R0089,7,166.7,Rice,31.6,43,70,103.9,0.53,10.4,248.9,7.47,2024
R0068,11,83.1,Barley,32.5,41,157,412.1,0.23,19.5,214.7,9.86,2024
R0098,5,74.7,Barley,11.9,71,18,428.0,0.81,32.3,21.7,5.11,2024
R0267,12,110.9,Rice,40.7,91,54,486.2,0.39,14.7,132.8,7.91,2018
R0105,5,189.0,Barley,40.3,56,187,172.3,0.83,34.0,31.7,19.71,2018
R0123,7,156.6,Wheat,15.7,46,199,337.8,0.38,7.9,208.6,16.29,2018
R0029,9,112.8,Maize,18.0,75,20,270.7,0.82,32.1,291.3,10.18,2018
R0137,11,127.6,Maize,47.2,24,25,233.9,0.33,18.4,203.5,1.67,2024
R0195,9,62.6,Wheat,42.2,43,27,326.3,0.44,7.2,82.8,14.46,2024
R0226,9,197.7,Barley,36.4,14,166,413.0,0.62,31.4,119.5,11.01,2019
R0170,6,150.0,Barley,8.7,50,160,109.2,0.07,12.6,293.5,21.12,2023
R0009,10,92.8,Maize,23.8,52,39,487.8,0.95,5.7,82.7,5.97,2022
R0040,6,137.9,Barley,30.2,33,28,424.0,0.57,9.1,177.2,0.17,2020
R0025,3,66.4,Maize,13.4,76,19,400.5,0.51,24.8,132.1,12.84,2024
R0261,1,194.9,Maize,25.2,7,19,404.2,0.84,34.3,235.1,-6.46,2020
R0226,7,76.2,Wheat,32.0,76,73,255.6,0.87,8.3,262.9,3.41,2023
R0124,4,147.2,Maize,19.7,99,139,400.6,0.52,18.9,115.4,28.36,2023
R0038,1,86.8,Barley,40.1,69,119,254.7,0.93,10.4,204.9,17.59,2020
R0251,8,157.6,Barley,42.8,95,96,459.5,0.06,27.4,173.7,33.73,2024
R0176,12,166.5,Rice,19.6,20,119,170.9,0.11,8.5,98.0,11.55,2020
R0090,6,151.0,Barley,42.7,6,24,216.9,0.6,12.2,96.1,5.73,2019
R0037,6,142.2,Rice,9.7,89,152,320.5,0.35,10.9,170.8,22.31,2021
R0176,2,183.9,Maize,42.7,78,3,227.7,0.46,21.6,63.1,12.84,2024
R0284,1,61.8,Barley,11.9,55,3,269.7,0.33,31.2,247.0,3.78,2024
R0081,2,99.6,Wheat,8.7,48,136,297.0,0.4,20.3,39.3,8.95,2022
R0114,4,87.2,Wheat,33.9,41,142,442.5,0.82,6.7,46.5,9.25,2018
R0040,2,198.2,Wheat,26.2,22,25,309.3,0.59,21.9,115.8,1.01,2021
R0224,1,108.4,Maize,45.9,51,78,245.0,1.0,28.9,53.1,3.09,2023
R0115,7,159.9,Maize,21.3,78,89,199.1,0.79,9.0,153.2,15.75,2024
R0186,11,152.7,Rice,17.9,52,70,263.5,0.27,7.2,131.9,12.67,2020
R0056,11,81.8,Wheat,27.5,15,159,306.3,0.26,10.6,222.1,17.82,2021
R0040,12,85.8,Rice,25.5,95,75,398.4,0.34,27.4,286.8,14.04,2022
R0040,8,92.2,Rice,20.5,36,98,148.4,0.84,22.8,231.0,6.21,2023
R0237,6,111.7,Barley,36.2,17,179,188.6,0.03,21.2,70.2,18.53,2018
R0289,4,85.1,Barley,39.2,19,126,251.9,0.23,12.5,281.9,8.58,2018
R0262,6,52.9,Wheat,43.4,45,31,244.2,0.9,15.0,129.8,1.84,2022
R0216,3,181.9,Maize,48.8,1,8,256.7,0.64,34.0,152.8,1.12,2022
R0147,12,194.8,Barley,17.0,86,77,417.4,0.23,12.2,138.0,17.44,2020
R0168,8,101.2,Maize,37.2,93,12,229.7,0.22,32.0,98.6,23.43,2024
R0092,10,100.8,Rice,22.7,62,183,300.8,0.86,22.4,270.6,6.86,2018
R0059,2,51.1,Rice,35.5,2,123,349.6,0.89,8.7,113.0,9.79,2023
R0059,5,152.0,Rice,26.4,45,171,192.9,0.26,19.0,182.0,21.52,2021
R0169,1,173.8,Rice,49.7,48,95,387.5,0.42,33.5,87.2,22.34,2023
R0269,6,72.0,Wheat,37.8,0,82,318.8,0.83,17.6,243.3,18.36,2019
R0045,2,73.9,Rice,47.9,21,157,278.7,0.77,30.9,236.8,17.33,2019
R0181,4,168.5,Barley,42.6,92,143,423.9,0.81,12.7,103.0,20.42,2022
R0170,6,142.4,Rice,45.6,13,139,197.4,0.52,22.1,210.8,5.71,2020
R0191,10,56.7,Maize,41.6,91,193,453.3,0.91,30.3,217.1,8.19,2019
R0155,11,143.4,Barley,25.7,84,17,324.4,0.33,32.6,177.5,15.24,2018
R0188,8,96.3,Maize,16.3,44,140,343.7,0.16,19.6,188.2,7.44,2023
R0007,12,105.3,Maize,21.7,95,92,450.0,0.71,24.2,180.8,15.28,2023
R0133,8,165.5,Wheat,5.9,5,23,427.0,0.54,5.1,42.9,-8.07,2022
R0235,11,171.6,Wheat,28.6,64,101,340.6,0.85,12.6,207.7,16.79,2024
R0045,6,110.1,Maize,27.7,20,139,401.3,0.08,13.4,151.5,13.98,2024
R0249,4,192.1,Maize,28.6,3,59,273.3,0.84,7.8,142.8,5.0,2021
R0031,8,111.0,Rice,48.8,2,59,319.0,0.29,13.4,260.8,4.48,2022
R0023,8,165.8,Barley,46.0,29,99,124.8,0.65,14.6,26.5,2.79,2021
R0160,10,122.6,Rice,12.3,30,0,135.9,0.04,34.1,90.4,13.44,2024
R0158,1,184.6,Wheat,21.6,33,42,431.8,0.61,25.1,54.0,13.27,2022
R0039,4,186.2,Wheat,24.1,82,54,123.9,0.72,17.8,29.9,12.63,2022
R0082,4,63.1,Rice,21.2,19,167,167.8,0.37,34.6,97.2,15.7,2022
R0258,7,190.5,Barley,40.9,86,191,418.3,0.22,9.6,296.8,23.47,2024
